نام درس,پایه,رشته,نوع ارزیابی,شماره فصل,نام فصل,شروع صفحه فصل,پایان صفحه فصل,شماره گفتار,نام گفتار,شروع صفحه گفتار,پایان صفحه گفتار,رنگ درس,ترتیب درس,فعال؟,یادداشت
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,10,خازن,32,33,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,11,خازن با دی‌الکتریک,34,37,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,1,الکتریسیته ساکن,1,44,12,انرژی خازن,38,44,#2196F3,12,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,1,جریان الکتریکی,46,48,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,2,مقاومت الکتریکی و قانون اهم,49,50,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,3,عوامل مؤثر بر مقاومت الکتریکی,51,60,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,4,نیروی محرکه الکتریکی و مدارها,61,66,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,5,توان در مدارهای الکتریکی,67,69,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,2,جریان الکتریکی و مدارهای جریان مستقیم,45,82,6,ترکیب مقاومت‌ها,70,82,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,1,مغناطیس و قطب‌های مغناطیسی,84,84,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,2,میدان مغناطیسی,85,88,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,3,نیروی مغناطیسی وارد بر ذره باردار متحرک در میدان مغناطیسی,89,90,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,4,نیروی مغناطیسی وارد بر سیم حامل جریان,91,93,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,5,میدان مغناطیسی حاصل از جریان الکتریکی,94,100,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,3,مغناطیس,83,108,6,ویژگی‌های مغناطیسی مواد,101,108,#2196F3,6,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,4,القای الکترومغناطیسی و جریان متناوب,109,132,1,پدیده القای الکترومغناطیسی,110,110,#2196F3,5,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,4,القای الکترومغناطیسی و جریان متناوب,109,132,2,قانون القای الکترومغناطیسی فاراده,111,116,#2196F3,5,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,4,القای الکترومغناطیسی و جریان متناوب,109,132,3,قانون لنز,117,117,#2196F3,5,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,4,القای الکترومغناطیسی و جریان متناوب,109,132,4,القاگرها,118,121,#2196F3,5,TRUE,
فیزیک 2,یازدهم,ریاضی,هر دو,4,القای الکترومغناطیسی و جریان متناوب,109,132,5,جریان متناوب,122,132,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,1,حرکت بر خط راست,1,28,1,شناخت حرکت,2,12,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,1,حرکت بر خط راست,1,28,2,حرکت با سرعت ثابت,13,14,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,1,حرکت بر خط راست,1,28,3,حرکت با شتاب ثابت,15,20,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,1,حرکت بر خط راست,1,28,4,سقوط آزاد,21,28,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,2,دینامیک و حرکت دایره‌ای,29,60,1,قوانین حرکت نیوتون,30,34,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,2,دینامیک و حرکت دایره‌ای,29,60,2,معرفی برخی از نیروهای خاص,35,45,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,2,دینامیک و حرکت دایره‌ای,29,60,3,تکانه و قانون دوم نیوتون,46,47,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,2,دینامیک و حرکت دایره‌ای,29,60,4,حرکت دایره‌ای یکنواخت,48,52,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,2,دینامیک و حرکت دایره‌ای,29,60,5,نیروی گرانشی,53,60,#2196F3,5,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,1,نوسان دوره‌ای,62,62,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,2,حرکت هماهنگ ساده,63,65,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,3,انرژی در حرکت هماهنگ ساده,66,67,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,4,تشدید,68,68,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,5,موج و انواع آن,69,69,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,3,نوسان و موج,61,88,6,مشخصه‌های موج,70,88,#2196F3,6,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,4,برهم‌کنش‌های موج,89,114,1,بازتاب موج,90,93,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,4,برهم‌کنش‌های موج,89,114,2,شکست موج,94,100,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,4,برهم‌کنش‌های موج,89,114,3,پراش موج,101,102,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,4,برهم‌کنش‌های موج,89,114,4,تداخل امواج,103,114,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,5,آشنایی با فیزیک اتمی,115,136,1,اثر فوتوالکتریک و فوتون,116,120,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,5,آشنایی با فیزیک اتمی,115,136,2,طیف خطی,121,124,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,5,آشنایی با فیزیک اتمی,115,136,3,مدل اتم رادرفورد - بور,125,131,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,5,آشنایی با فیزیک اتمی,115,136,4,لیزر,132,136,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,6,آشنایی با فیزیک هسته‌ای,137,160,1,ساختار هسته,138,141,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,6,آشنایی با فیزیک هسته‌ای,137,160,2,پرتوزایی طبیعی و نیمه‌عمر,142,147,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,6,آشنایی با فیزیک هسته‌ای,137,160,3,شکافت هسته‌ای,148,151,#2196F3,4,TRUE,
فیزیک 3,دوازدهم,ریاضی,هر دو,6,آشنایی با فیزیک هسته‌ای,137,160,4,گداخت (همجوشی) هسته‌ای,152,160,#2196F3,4,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,1,هستی‌بخش,6,17,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,2,یگانه بی‌همتا,18,29,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,3,توحید و سبک زندگی,30,41,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,4,فقط برای تو,42,53,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,5,قدرت پرواز,54,65,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,6,سنت‌های خداوند در زندگی,66,77,,,,,#3F51B5,6,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,7,در گرو کار خویش,82,93,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,8,بازگشت,94,107,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,9,زندگی در دنیای امروز و عمل به احکام الهی,108,121,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,10,پایه‌های استوار,122,131,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,11,عصر شکوفایی,132,145,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,12,نگاهی به تمدن جدید,146,155,,,,,#3F51B5,7,TRUE,
دین و زندگی 3,دوازدهم,انسانی,نهایی,13,مسئولیت بزرگ ما,156,168,,,,,#3F51B5,7,TRUE,
انگلیسی 3,دوازدهم,تجربی,نهایی,1,Sense of Appreciation,15,41,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,تجربی,نهایی,2,Look it Up!,43,69,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,تجربی,نهایی,3,Renewable Energy,71,99,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,ریاضی,نهایی,1,Sense of Appreciation,15,41,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,ریاضی,نهایی,2,Look it Up!,43,69,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,ریاضی,نهایی,3,Renewable Energy,71,99,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,انسانی,نهایی,1,Sense of Appreciation,15,41,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,انسانی,نهایی,2,Look it Up!,43,69,,,,,#009688,1,TRUE,
انگلیسی 3,دوازدهم,انسانی,نهایی,3,Renewable Energy,71,99,,,,,#009688,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,1,سلامت چیست؟,3,11,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,2,سبک زندگی سالم,12,18,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,3,برنامه غذایی سالم,19,32,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,4,کنترل وزن و تناسب اندام,33,39,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,5,بهداشت و ایمنی مواد غذایی,40,48,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,6,بیماری‌های غیر واگیر,49,66,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,7,بیماری‌های واگیردار,67,78,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,8,بهداشت فردی,79,100,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,9,بهداشت ازدواج و فرزندآوری,101,110,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,10,بهداشت روان,111,128,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,11,مصرف دخانیات و الکل,129,138,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,12,اعتیاد به مواد مخدر و عوارض آن,139,156,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,13,پیشگیری از اختلالات اسکلتی - عضلانی (کمر درد),157,171,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,تجربی,نهایی,14,پیشگیری از حوادث خانگی,172,184,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,1,سلامت چیست؟,3,11,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,2,سبک زندگی سالم,12,18,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,3,برنامه غذایی سالم,19,32,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,4,کنترل وزن و تناسب اندام,33,39,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,5,بهداشت و ایمنی مواد غذایی,40,48,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,6,بیماری‌های غیر واگیر,49,66,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,7,بیماری‌های واگیردار,67,78,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,8,بهداشت فردی,79,100,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,9,بهداشت ازدواج و فرزندآوری,101,110,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,10,بهداشت روان,111,128,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,11,مصرف دخانیات و الکل,129,138,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,12,اعتیاد به مواد مخدر و عوارض آن,139,156,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,13,پیشگیری از اختلالات اسکلتی - عضلانی (کمر درد),157,171,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,ریاضی,نهایی,14,پیشگیری از حوادث خانگی,172,184,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,1,سلامت چیست؟,3,11,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,2,سبک زندگی سالم,12,18,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,3,برنامه غذایی سالم,19,32,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,4,کنترل وزن و تناسب اندام,33,39,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,5,بهداشت و ایمنی مواد غذایی,40,48,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,6,بیماری‌های غیر واگیر,49,66,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,7,بیماری‌های واگیردار,67,78,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,8,بهداشت فردی,79,100,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,9,بهداشت ازدواج و فرزندآوری,101,110,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,10,بهداشت روان,111,128,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,11,مصرف دخانیات و الکل,129,138,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,12,اعتیاد به مواد مخدر و عوارض آن,139,156,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,13,پیشگیری از اختلالات اسکلتی - عضلانی (کمر درد),157,171,,,,,#8BC34A,1,TRUE,
سلامت و بهداشت,دوازدهم,انسانی,نهایی,14,پیشگیری از حوادث خانگی,172,184,,,,,#8BC34A,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,1,کسب و کار و کارآفرینی,2,11,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,2,انتخاب نوع کسب و کار,12,21,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,3,اصول انتخاب درست,22,33,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,4,مرز امکانات تولید,34,42,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,5,بازار چیست و چگونه عمل می‌کند؟,44,54,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,6,نقش دولت در اقتصاد چیست؟,55,68,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,7,تجارت بین‌الملل,69,80,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,8,رکود، بیکاری و فقر,82,91,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,9,تورم و کاهش قدرت خرید,92,104,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,10,مقاوم‌سازی اقتصاد,105,115,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,11,رشد و پیشرفت اقتصادی,116,128,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,12,بودجه‌بندی,130,139,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,13,تصمیم‌گیری در مخارج,140,149,,,,,#CDDC39,1,TRUE,
اقتصاد,دهم,انسانی,هر دو,14,پس‌انداز و سرمایه‌گذاری,150,160,,,,,#CDDC39,1,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,1,آمار و احتمال,1,44,1,شمارش,2,11,#FF5722,3,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,1,آمار و احتمال,1,44,2,احتمال,12,27,#FF5722,3,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,1,آمار و احتمال,1,44,3,چرخه آمار در حل مسائل,28,44,#FF5722,3,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,2,الگوهای خطی,45,72,1,مدل سازی و دنباله,46,60,#FF5722,2,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,2,الگوهای خطی,45,72,2,دنباله‌های حسابی,61,72,#FF5722,2,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,3,الگوهای غیرخطی,73,104,1,دنباله هندسی,74,85,#FF5722,3,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,3,الگوهای غیرخطی,73,104,2,ریشه nام و توان گویا,86,94,#FF5722,3,TRUE,
ریاضی و آمار 3,دوازدهم,انسانی,هر دو,3,الگوهای غیرخطی,73,104,3,تابع نمایی,95,104,#FF5722,3,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,1,آشنایی با منطق و استدلال ریاضی,1,20,1,گزاره‌ها و ترکیب گزاره‌ها,2,11,#FF5722,2,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,1,آشنایی با منطق و استدلال ریاضی,1,20,2,استدلال ریاضی,12,20,#FF5722,2,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,2,تابع,21,54,1,توابع ثابت، چندضابطه‌ای و همانی,22,33,#FF5722,3,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,2,تابع,21,54,2,توابع پلکانی و قدر مطلقی,34,44,#FF5722,3,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,2,تابع,21,54,3,اعمال بر روی توابع,45,54,#FF5722,3,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,3,آمار,55,70,1,شاخص‌های آماری,56,62,#FF5722,2,TRUE,
ریاضی و آمار 2,یازدهم,انسانی,هر دو,3,آمار,55,70,2,سری‌های زمانی,63,70,#FF5722,2,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,1,معادله درجه دوم,9,38,1,معادله و مسائل توصیفی,10,18,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,1,معادله درجه دوم,9,38,2,حل معادله درجه 2 و کاربردها,19,32,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,1,معادله درجه دوم,9,38,3,معادله‌های شامل عبارت‌های گویا,33,38,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,2,تابع,39,70,1,مفهوم تابع,40,49,#FF5722,4,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,2,تابع,39,70,2,ضابطه جبری تابع,50,55,#FF5722,4,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,2,تابع,39,70,3,نمودار تابع خطی,56,62,#FF5722,4,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,2,تابع,39,70,4,نمودار تابع درجه 2,63,70,#FF5722,4,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,3,کار با داده‌های آماری,71,98,1,گردآوری داده‌ها,72,84,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,3,کار با داده‌های آماری,71,98,2,معیارهای گرایش به مرکز,85,88,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,3,کار با داده‌های آماری,71,98,3,معیارهای پراکندگی,89,98,#FF5722,3,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,4,نمایش داده‌ها,99,117,1,نمودارهای یک‌متغیره,100,109,#FF5722,2,TRUE,
ریاضی و آمار 1,دهم,انسانی,هر دو,4,نمایش داده‌ها,99,117,2,نمودارهای چندمتغیره,110,117,#FF5722,2,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,0,ستایش,10,11,0,ستایش: ای بی‌نشان,10,11,#795548,1,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,1,فصل اول,11,36,1,درس اول: مبانی تحلیل متن,12,20,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,1,فصل اول,11,36,2,درس دوم: سازه‌ها و عوامل تأثیرگذار در شعر فارسی,21,25,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,1,فصل اول,11,36,3,درس سوم: واج‌آرایی، واژه‌آرایی,26,30,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,1,فصل اول,11,36,4,کارگاه تحلیل فصل اول,31,36,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,2,فصل دوم,37,58,1,درس چهارم: تاریخ ادبیات پیش از اسلام و قرن‌های اولیه هجری,38,46,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,2,فصل دوم,37,58,2,درس پنجم: هماهنگی پاره‌های کلام,47,51,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,2,فصل دوم,37,58,3,درس ششم: سجع و انواع آن,52,55,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,2,فصل دوم,37,58,4,کارگاه تحلیل فصل دوم,56,58,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,3,فصل سوم,59,78,1,درس هفتم: سبک و سبک‌شناسی (سبک خراسانی),60,66,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,3,فصل سوم,59,78,2,درس هشتم: وزن شعر فارسی,67,72,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,3,فصل سوم,59,78,3,درس نهم: موازنه و ترصیع,73,76,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,3,فصل سوم,59,78,4,کارگاه تحلیل فصل سوم,77,78,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,4,فصل چهارم,79,106,1,درس دهم: زبان و ادبیات فارسی در سده‌های پنجم و ششم و ویژگی‌های سبکی آن,80,87,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,4,فصل چهارم,79,106,2,درس یازدهم: قافیه,88,96,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,4,فصل چهارم,79,106,3,درس دوازدهم: جناس و انواع آن,97,101,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,4,فصل چهارم,79,106,4,کارگاه تحلیل فصل چهارم,102,106,#795548,4,TRUE,
علوم و فنون ادبی 1,دهم,انسانی,هر دو,5,نیایش,107,108,1,نیایش: به امید تو,107,108,#795548,1,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,0,ستایش,10,11,0,ستایش: الهی,10,11,#795548,1,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,1,فصل یکم,11,34,1,درس یکم: تاریخ ادبیات فارسی در قرن‌های هفتم، هشتم و نهم,12,19,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,1,فصل یکم,11,34,2,درس دوم: پایه‌های آوایی,20,25,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,1,فصل یکم,11,34,3,درس سوم: تشبیه,26,33,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,1,فصل یکم,11,34,4,کارگاه تحلیل فصل,34,34,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,2,فصل دوم,35,56,1,درس چهارم: سبک‌شناسی قرن‌های هفتم، هشتم و نهم (سبک عراقی),36,41,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,2,فصل دوم,35,56,2,درس پنجم: پایه‌های آوایی همسان (1),42,50,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,2,فصل دوم,35,56,3,درس ششم: مجاز,51,54,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,2,فصل دوم,35,56,4,کارگاه تحلیل فصل,55,56,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,3,فصل سوم,57,78,1,درس هفتم: تاریخ ادبیات فارسی در قرن‌های دهم و یازدهم,58,62,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,3,فصل سوم,57,78,2,درس هشتم: پایه‌های آوایی همسان (2),63,70,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,3,فصل سوم,57,78,3,درس نهم: استعاره,71,76,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,3,فصل سوم,57,78,4,کارگاه تحلیل فصل,77,78,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,4,فصل چهارم,79,107,1,درس دهم: سبک‌شناسی قرن‌های دهم و یازدهم (سبک هندی),80,87,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,4,فصل چهارم,79,107,2,درس یازدهم: پایه‌های آوایی همسان دو لختی,88,94,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,4,فصل چهارم,79,107,3,درس دوازدهم: کنایه,95,99,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,4,فصل چهارم,79,107,4,کارگاه تحلیل فصل,100,107,#795548,4,TRUE,
علوم و فنون ادبی 2,یازدهم,انسانی,هر دو,5,نیایش,108,109,1,نیایش,108,109,#795548,1,TRUE,
